"soru_id","yil","ay","soru_no","soru_metni","secenek_A","secenek_B","secenek_C","secenek_D","dogru_cevap","kaynak"
"2020_2021_S09_68223_01_OCA","2020-2021","Ocak","9","Bir teknoloji festivaline A, B, C, D ve E takımları; elektrikli araçlar, iletişim teknolojileri, insansız hava araçları ve üç boyutlu yazıcılar kategorilerinde katılmıştır. Yarışmaya sadece C takımı bir kategoride, diğerleri iki kategoride katılmıştır. Bu yarışmaya katılan takımlar ile ilgili bilinenler şunlardır: • E takımının yarıştığı kategoriler, C ve D takımlarınınkinden farklıdır. • A ve E takımları üç boyutlu yazıcılar kategorisinde birlikte yarışmıştır. • C takımıyla aynı kategoride yarışmayan B takımının yarıştığı kategorilerden biri iletişim teknolojileridir. • D takımı elektrikli araçlar kategorisinde yarışmamıştır. Bu bilgilerden hareketle, I. B takımının yarıştığı kategorilerden biri elektrikli araçlardır. II. C takımı, insansız hava araçları kategorisinde yarışmıştır. III. D takımı, iletişim teknolojileri kategorisinde yarışmıştır. yargılarından hangileri kesinlikle doğrudur?","Yalnız I","Yalnız II","I ve III","II ve III","D","68223_01_OCAK_SOZEL_ORNEK_SORULAR"
"2020_2021_S10_68223_01_OCA","2020-2021","Ocak","10","Gerçekleştirilmeye başlandığı 2018’den bu yana ziyaretçi rekorları kıran ve dünyanın en büyük havacılık, uzay ve teknoloji festivali olan TEKNOFEST; TC Sanayi ve Teknoloji Bakanlığı ile Türkiye Teknoloji Takımı Vakfının yürütücülüğünde, Türkiye’nin önde gelen teknoloji şirketleri, medya kuruluşları ve üniversitelerinin desteğiyle eylülün 24’ü ila 27’si arasında Gaziantep’de düzenlendi. Yüz binlerce genç mucidi bir araya getiren TEKNOFEST’te, TÜBİTAK bu yıl da birbirinden heyecanlı yarışmalar ve etkinliklerle festivaldeki yerini aldı. Bu metinde aşağıdaki kurallardan hangisiyle ilgili bir yanlışlık yapılmamıştır?","I ve II","I ve III","II ve III","I, II ve III","A","68223_01_OCAK_SOZEL_ORNEK_SORULAR"
"2020_2021_S01_84875_12_ARA","2020-2021","Aralık","1","“Mavi Gezegen”in Okyanusları Tehdit Altında Birleşmiş Milletler (BM), 2009 itibarıyla 8 Haziran'ı “Dünya Okyanuslar Günü” ilan etti. Okyanusların günlük yaşamdaki rolüne dikkat çekmek, onları korumak ve deniz kaynaklarını sürdürülebilir şekilde kullanmanın önemini vurgulamak için ilan edilen 8 Haziran Dünya Okyanuslar Günü’nün bu yılki teması “Sürdürülebilir Okyanus İçin Yenilik” olarak belirlendi. 3 milyar insan, ekonomik açıdan denizlerdeki biyolojik çeşitlliliğe bağımlı. Okyanuslar dünyanın %71’ini kaplıyor. Sanayi Devrimi’nden bu yana zehirli atıklardan dolayı okyanus asitlenmesinde %26 artış kaydedildi. Okyanuslar aşırı avlanma, iklim değişikliği, plastik ve petrol kirliliği gibi tehlikelerle karşı karşıya. Bu infografikten (bilgilendirici görsel) aşağıdakilerin hangisine ulaşılamaz?","İçerim köz, dışarım kar Savruluyor son umutlar","Sade dosta değil düşman iline İnsanlık, adalet saçtık da geldik","Sesimde bulursun suskunluğumu Yalnızlık içimde çığlık çığlık susuyor","Yolların bayram telaşı da ne Günleri mi şaşırdın yoksa bugün arife mi Türkçe Örnek Soruları 4 3 ve 4. soruları aşağıdaki metne göre cevaplayınız. Şöyle etrafınıza bir bakın. Kaç kişi, karşısındakini dikkatle dinliyor? Kaç kişi, isteklerini içinden geldiği gibi ifade edebiliyor? Dil, işlerliğini kaybediyor yavaş yavaş. Televizyonun gürültüsü, cep telefonunun zırıltısı, hayatın telaşı sahici bir konuşmayı imkânsız hâle getiriyor. Oysa insan, hikâyeler anlatmak isteyen bir varlık. Anlattığı hikâyelerin yankılarını duymak isteyen, varoluşunu başkasının yüzünde seyretmek isteyen bir canlı. Can, dilde hayat buluyor ve dil, varlığın evine dönüşüyor.","B","84875_12_ARALIK_SOZEL_ORNEK_SORULAR"
"2020_2021_S03_84875_12_ARA","2020-2021","Aralık","3","Bu metinle ilgili aşağıdakilerden hangisi söylenemez?","Sohbet havasında yazılmıştır.","Eleştirilen durum, gerekçesiyle verilmiştir.","Pişmanlık dile getirilmiştir.","Aşamalı bir durumdan söz edilmiştir.","C","84875_12_ARALIK_SOZEL_ORNEK_SORULAR"
"2020_2021_S04_84875_12_ARA","2020-2021","Aralık","4","Bu metindeki altı çizili sözcüğü anlamca karşılayabilecek bir kullanım aşağıdakilerin hangisinde vardır?","Yeni haberleşme uydumuz, özel bir uzay taşımacılığı şirketinin Florida’daki fırlatma merkezine götürüldü. Türksat 5A’nın, Falcon 9 roketiyle 30 Kasım 2020’de uzaya fırlatılması planlanıyor. Türksat 5A, yeni haberleşme uydumuzdur.","Yeni haberleşme uydumuz, Türksat 5A’dır. Türksat 5A, özel bir uzay taşımacılığı şirketi tarafından Florida’daki fırlatma merkezine götürüldü. Yeni haberleşme uydumuzun 30 Kasım 2020’de Falcon 9 roketiyle uzaya fırlatılması planlanıyor.","Türksat 5A, 30 Kasım 2020’de özel bir uzay taşımacılığı şirketinin Florida’daki fırlatma merkezine götürülecek. Yeni haberleşme uydumuzun uzaya fırlatılması planlanıyor. Yeni haberleşme uydumuz Türksat 5A uzaya fırlatılırken Falcon 9 roketi kullanılacak.","Yeni haberleşme uydumuz Türksat 5A, Florida’da bulunuyor. Türksat 5A, özel bir uzay taşımacılığı şirketinin fırlatma merkezine götürüldü. Türksat 5A’nın 30 Kasım 2020’de Falcon 9 roketiyle uzaya fırlatılması planlanıyor.","A","84875_12_ARALIK_SOZEL_ORNEK_SORULAR"
"2020_2021_S06_84875_12_ARA","2020-2021","Aralık","6","Emre ile Kerem “kelime bulma oyunu” oynamaktadır. Emre aklından, beş farklı harften oluşan bir kelime tutar, Kerem de bu kelimeyi bulmaya çalışır. Kerem, tahminlerini söylemiş ama doğru kelimeyi bulamamıştır. Kerem’in tahminlerine Emre’nin verdiği cevaplar şu şekildedir: Kerem'in Tahminleri Emre'nin Verdiği Cevaplar Tuttuğum kelimenin iki harfi bu kelimede de var ama biri doğru, diğeri yanlış yerde. Tuttuğum kelimenin iki harfi bu kelimede de var ve ikisi de doğru yerde. Tuttuğum kelimenin bir harfi bu kelimede de var ve doğru yerde. Tuttuğum kelimenin iki harfi bu kelimede de var ve ikisi de doğru yerde. 1 2 3 4 Ş E H İ R B E K Ç İ D A V U L M E V Z U Buna göre Emre’nin aklından tuttuğu kelime aşağıdakilerden hangisi olabilir?","Bilim insanları deneyimin niceliğinin önemli olduğunu belirtse de araştırmalar, niteliğinin daha değerli olduğunu gösteriyor.","Bazı araştırmacılar bir kişinin başarılı olması için farklı alanlarda yetenekli olması gerektiğini öne sürmüştür.","Önceleri bir alanda başarılı olmak için o alanda doğuştan yetenekli olmanın yeterli olduğu düşünülürdü.","Bir konuda uzmanlaşmak için deneyimin en az yetenek kadar önemli olduğu uzun zamandır biliniyor.","D","84875_12_ARALIK_SOZEL_ORNEK_SORULAR"
"2020_2021_S08_84875_12_ARA","2020-2021","Aralık","8","Bilinçaltının bazı özellikleri şunlardır: • Olumsuzluk kavramını anlayamaz. • Ciddiye alınmaması gereken bilgileri ciddiye alır. • Zaman kavramı yoktur; dün, bugün, yarın arasındaki farkı bilmez. Aşağıdaki metinlerden hangisi bilinçaltının bu özelliklerinden herhangi biriyle ilişkilendirilemez?","Atatürk Kültür, Dil ve Tarih Yüksek Kurumu, yayınlarını yıl sonuna kadar ücretsiz olarak uzaktan erişime açıyor.","Altın Köşk’te çeşitli saraylardan seçilen en güzel süslemelere yer verilmiş, Köşk’ün dış cephesinde kızılağaç kullanılmıştır.","Dün öğle saatlerinde yapılan toplantıda Müdür’ümüz önümüzdeki yıl yapılacak kurslarla ilgili planlarını anlattı.","Osman Hamdi Bey’in “İstanbul Hanımefendisi” Tablosu Avusturya’nın başkenti Viyana’da açık artırmayla satıldı.","C","84875_12_ARALIK_SOZEL_ORNEK_SORULAR"
"2020_2021_S10_84875_12_ARA","2020-2021","Aralık","10","Küçük Prens, bana aniden, — Çalıları koyunların yediği doğru mu, diye sordu. — Evet, bu doğru, dedim. Bu metinde virgülün aşağıdaki işlevlerinden hangisinin örneği yoktur?","Yalnız I","I ve II","II ve III","I, II ve III","A","84875_12_ARALIK_SOZEL_ORNEK_SORULAR"
"2020_2021_S02_84875_12_ARA","2020-2021","Aralık","2","Mustafa Kemal, Osmanlı ordusunu temsilen Fransa’da Picardie Manevraları’na katılır (10 Eylül 1910). Bu, onun Batı Avrupa ile ilk temasıdır. Mustafa Kemal, Fethi Bey’le beraber yaptıkları İsviçre, Belçika ve Hollanda’yı da içine alan 14 günlük bir seyahatten sonra vatana döner. Manevralardan çıkardığı sonuç acıdır. “Bu kadar hazırlık barış için yapılmaz. Aklımızı başımıza almalıyız. Çıkacak savaş bütün dünyayı ateşe atabilir ve biz bunun dışında kalamayız.” Picardie Manevraları sonrası söylediklerine bakılarak Mustafa Kemal ile ilgili aşağıdaki yargılardan hangisine ulaşılamaz?","Osmanlı Devleti’nin çıkacak bir savaşta tarafsız kalması gerektiğini savunmuştur.","Avrupa’nın askerî açıdan yaptığı hazırlıkları tehlikeli bulmuştur.","Osmanlı Devleti’nin tedbirli olması gerektiğini vurgulamıştır.","Büyük bir harbin yaşanabileceğini öngörmüştür.","C","84875_12_ARALIK_SOZEL_ORNEK_SORULAR"
"2021_2022_S01_01_EKIM_SOZE","2021-2022","Ekim","1","Edebiyatımızda - - - - isimlerin başında gelir Memduh Şevket Esendal. Hâlbuki renkli ve üretken bir kalemdir. “Yazı, herkes için dar günlerde bir genişliktir.” diyerek yazıyı - - - - olarak gören Esendal’a göre kendi içine çekilmek, - - - anlamına gelir. Bu metnin anlam bütünlüğü dikkate alındığında aşağıdakilerden hangisi boş bırakılan yerlerden herhangi birine getirilemez?","yazıyla baş başa kalmak","ele avuca sığmayan","sığınma mekânı","hakkı verilmemiş","B","01_EKIM_SOZEL_ORNEK_SORULAR_657322"
"2021_2022_S03_01_EKIM_SOZE","2021-2022","Ekim","3","I. Saf oksijen; hücre duvarlarını, hücre çekirdeğini çevreleyen zarı ve DNA’yı bozup hücre onarımını sağlayan enzimleri çalışamaz hâle getirir. II. Atmosferimizin yüzde 21’i oksijenden oluşur ancak insan, normal koşullar altında tümüyle oksijenden oluşan bir havayı solursa hayatta kalamaz. Numaralanmış I. cümle ile ilgili aşağıdakilerden hangisi söylenebilir?","II. cümlede sözü edilen durumun gerekçesi açıklanmıştır.","II. cümledeki açıklamayla çelişen bir durumdan söz edilmiştir.","II. cümlede yer alan bilgiyle ilgili örneklere yer verilmiştir.","II. cümlede ortaya konan durumun koşulu belirtilmiştir. 4 ve 5. soruları aşağıdaki metne göre cevaplayınız. Eleştiri, ünlü yazarın yazı evreninin önemli bileşenleri arasındadır. O, vitrinden ziyade gölgede kalmayı tercih eden biridir. Eleştirirken, insanların olumsuz yanlarını gösterirken bile şefkatlidir. Hakkında kaleme alınan bazı yazılarda onun suya sabuna dokunmayan bir kişilik olduğu vurgulanır. Yazarı sırf tabiatı itibarıyla edebiyat gündemine ilgisiz biri olarak nitelemek büyük haksızlık olur. Çünkü o, zamanın ruhuna kayıtsız değildir; eleştirilerini mizahla yoğurarak bilgin bir edayla ve olumlu bir tutumla sunmayı tercih eder.","A","01_EKIM_SOZEL_ORNEK_SORULAR_657322"
"2021_2022_S04_01_EKIM_SOZE","2021-2022","Ekim","4","Bu metinde sözü edilen yazar aşağıdakilerden hangisiyle nitelendirilemez?","Özgün","Alçak gönüllü","Sevecen","Yapıcı","A","01_EKIM_SOZEL_ORNEK_SORULAR_657322"
"2021_2022_S05_01_EKIM_SOZE","2021-2022","Ekim","5","Altı çizili sözcüğün bu metne kattığı anlam aşağıdakilerin hangisinde vardır?","İnsan zekâsı, doğanın içinde değil doğanın yanında yer alan ayrı bir kuvvettir.","Bu konuyla ilgili öngörünüzün doğru olduğunu düşünmüyorum.","Doğal davrandığı için çevresindekiler tarafından çok sevilirdi.","İyi bir eğitimi, girdiği ortamlarda hemen fark edilen kuvvetli bir karakteri vardı.","A","01_EKIM_SOZEL_ORNEK_SORULAR_657322"
"2021_2022_S06_01_EKIM_SOZE","2021-2022","Ekim","6","Aşağıda bazı köpek türleri ve bu türlerin karakter özelliği, ağırlığı ve eğitilebilirlik seviyesine ilişkin bilgilere yer verilmiştir. Doberman Boxer Labrador Beagle Golden Retriever Karakter Özelliği Ağırlık Eğitilebilirlik Seviyesi (10 üzerinden değerlendirilmektedir.) 32-40 kg 10 Hareketli 8-14 kg Sevecen 5 Sahibine sadık 29-36 kg 7 Sevecen 25-28 kg 9 Hareketli 29-35 kg 10 Kübra, Levent, Melek, Nalân ve Orhan adlı kişilerin sahiplendiği köpeklerle ilgili bilinenler şunlardır: • Her bir kişi farklı bir köpek türünü sahiplenmiştir. • Nalân’ın sahiplendiği köpeğin eğitilebilirlik seviyesi en yüksek düzeydedir. • Levent’in sahiplendiği köpeğin ağırlığı 28 kg’ın üzerindedir. • Orhan, eğitilebilirliği 8 puanın altında olan bir tür sahiplenmiştir. • Kübra ve Melek’in sahiplendiği köpeklerin karakter özellikleri aynıdır. Bu bilgilere göre, I. Levent II. Nalân III. Orhan adlı kişilerden hangilerinin sahiplendiği köpeğin türü kesin olarak bellidir?","Yalnız I","Yalnız III","I ve II","II ve III","B","01_EKIM_SOZEL_ORNEK_SORULAR_657322"
"2021_2022_S07_01_EKIM_SOZE","2021-2022","Ekim","7","Bir hikâyede anlatılan olayları veya durumları yaşayan kurmaca varlıklara kahraman denir. Bu açıklamaya göre, Yatağın kenarına, sehpanın dibine oturdu. Bana baktı. … O zaman fotoğrafçı “Gülümseyin!” demişti. Ben de sessizce gülümsemiştim… Onu göremeyeceğim bir şekilde yüzümü duvara çevirdi. O anda gözüm oğlumun duvardaki resmine takıldı. Denizin rengini gri yapmış. Oysa ona “Mavi olmalı!” demiştim. Oğlumuz, “Anne, hikâye okur musun?” diye sordu. O da hikâye kitabını sehpadan alırken beni yere düşürdü ve çerçevem kırıldı. hikâye parçasında kendisinden “ben” diye söz eden kahraman aşağıdakilerden hangisidir?","Fotoğrafçı","Duvardaki resim","Fotoğraftaki kişi","Odadaki sehpa","C","01_EKIM_SOZEL_ORNEK_SORULAR_657322"
"2021_2022_S08_01_EKIM_SOZE","2021-2022","Ekim","8","Ülkemizde astronomi (gök bilimi) araştırmaları yürüten bazı gözlemevlerinin isimleri ile buralarda yer alan teleskopların çapları aşağıdaki tabloda verilmiştir. GÖZLEMEVİNİN ADI BULUNDUĞU ŞEHİR TELESKOPLARIN ÇAPI (cm cinsinden) Akdeniz Üniversitesi Gözlemevi Antalya 60 Ankara Üniversitesi Kreiken Rasathanesi Ankara 80 - 40 - 35 Atatürk Üniversitesi ATASAM-DAG* Erzurum 400 - 50 - 30 - 30 Çanakkale Onsekiz Mart Üniversitesi Ulupınar Gözlemevi Çanakkale 122 - 60** - 40 - 30 Ege Üniversitesi Gözlemevi İzmir 40 - 35 Erciyes Üniversitesi UZAYBİMER Kayseri 40 - 35 Eskişehir Teknik Üniversitesi Yunus Emre Gözlemevi Eskişehir 60 - 40 - 40 İnönü Üniversitesi Gözlemevi Malatya 35 İstanbul Üniversitesi Gözlemevi İstanbul 60** - 40 Ondokuz Mayıs Üniversitesi Gözlemevi Samsun 35 Orta Doğu Teknik Üniversitesi Gözlemevi Ankara 38 TÜBİTAK Ulusal Gözlemevi Antalya 150 - 100 - 60*** - 40 - 40 - 30 * Yapım aşamasında ** İstanbul Üniversitesi ve Çanakkale Onsekiz Mart Üniversitesinin ortak kullandığı teleskop *** Robotik teleskop (Gözlem verilerini kendi kendine kaydeden teleskop) Bu bilgilerden hareketle aşağıdakilerden hangisi yanlıştır?","Erzurum’daki gözlemevi henüz faaliyete geçmemiştir.","Gözlemevlerinde 40 cm’lik çapa sahip teleskop sayısı diğerlerinden fazladır.","Çanakkale ve İstanbul’daki gözlemevlerinin ortak kullandığı teleskobun çapı 60 cm’dir.","TÜBİTAK Gözlemevindeki teleskoplardan üçü, bilgileri otomatik olarak kaydetmektedir.","D","01_EKIM_SOZEL_ORNEK_SORULAR_657322"
"2021_2022_S09_01_EKIM_SOZE","2021-2022","Ekim","9","Türkiye’nin bir kültür varlığı daha dünya mirası oldu. Malatya’nın Battalgazi ilçesinde bulunan Arslantepe Höyüğü, Dünya Miras Komitesinin aldığı kararla UNESCO Dünya Miras Listesi’ne girdi. Geçmişi çok eskilere dayanan bu yapıyı her yıl on binlerce kişi ziyaret ediyor. Bu metinde aşağıdaki yazım kurallarından hangisine örnek yoktur?","Kurum, kuruluş, kurul, birleşim, oturum ve iş yeri adlarına gelen ekler kesme işaretiyle ayrılmaz.","Özel adlara getirilen iyelik, durum ve bildirme ekleri kesme işaretiyle ayrılır.","Saray, köşk, han, kale, köprü, kule, anıt vb. yapı adlarının bütün kelimeleri büyük harfle başlar.","Tarihî olay, çağ ve dönem adları büyük harfle başlar.","D","01_EKIM_SOZEL_ORNEK_SORULAR_657322"
"2021_2022_S10_01_EKIM_SOZE","2021-2022","Ekim","10","Fiillere getirilen “-ma /-me, -mak /-mek, -ış /-iş /-uş /-üş” ekleriyle yapılan eylemsilere isim-fiil (ad-eylem) denir. Buna göre aşağıdaki cümlelerde geçen altı çizili sözcüklerden hangisi isim-fiil değildir?","Millî egemenlik fikrini ortaya çıkarması","Tam bağımsızlık düşüncesini geliştirmesi","Millî tarih ve kültür bilincini oluşturması","Batı kültüründen etkilenmesi","D","01_EKIM_SOZEL_ORNEK_SORULAR_657322"
"2021_2022_S01_02_KASIM_SOZ","2021-2022","Kasım","1","Modern düşünce çağında birtakım hayati kavramların etrafında geniş bir düşünce sahası açan metinleri ile İsmet Özel, edebiyat dünyasında sürekli genişleyen bir damar olarak varlığını hissettirmekte; şiirleri ve yazılarıyla ilgi odağı olmaya devam etmektedir. Bu cümledeki altı çizili sözlerle İsmet Özel’in sırasıyla hangi özelliklerine vurgu yapılmıştır?","Planlı çalışmayı seven - İnsanların beğenisini kazanan","Etki alanını artıran - Çevrenin yoğun dikkatini üzerinde toplayan","Önemli konularla ilgili düşünceler geliştiren - Özgün bir nitelik taşıyan","Üretme gücü olan, üretken - Etrafındakilere örnek olan","B","02_KASIM_SOZEL_ORNEK_SORULAR_335879"
